time,acc.x_y,acc.y_y,acc.z_y,gyro.x_y,gyro.y_y,gyro.z_y,,time,x acc,acc.z_y,gyro.z_y
4288351,0.110494301,0.158685267,1.211721778,-350.1235352,-235.1764679,67.42179108,,4.288351,110.4943007,1.211721778,67.42179108
4288451,-0.058764413,-0.548751533,1.780253172,45.37365723,1999.899414,946.4988403,,4.288451,-58.764413,1.780253172,946.4988403
4288551,0.426107079,-0.426451743,1.040598512,-1659.85022,-106.3848724,797.7548218,,4.288551,426.1070788,1.040598512,797.7548218
4288651,0.206131235,-0.244247556,0.064209066,1334.04248,1244.06897,-430.7614746,,4.288651,206.1312348,0.064209066,-430.7614746
4288751,0.112993062,-0.432244122,0.227515116,1779.824585,-21.13760567,-478.0180359,,4.288751,112.9930615,0.227515116,-478.0180359
4288851,-0.161648199,-0.306246191,0.178744182,1228.206543,-1220.239136,-448.9535522,,4.288851,-161.648199,0.178744182,-448.9535522
4288951,-0.103732675,-0.133974373,0.183513656,200.7653351,-1675.469727,-406.7256775,,4.288951,-103.7326753,0.183513656,-406.7256775
4289051,-0.201060519,-0.367934823,-2.245033264,-522.366272,-206.5394897,-320.5534363,,4.289051,-201.0605186,-2.245033264,-320.5534363
4289151,-0.035566516,-0.04569323,0.010414947,-545.1713257,69.76592255,-326.0647278,,4.289151,-35.56651622,0.010414947,-326.0647278
4289251,0.533834875,-0.737674594,-2.203787327,642.7852173,-385.0806885,0.137988314,,4.289251,533.8348746,-2.203787327,0.137988314
4289351,-0.409599841,-0.146172464,-1.652123928,-424.8049316,212.0357056,-86.48825073,,4.289351,-409.5998406,-1.652123928,-86.48825073
4289451,0.050580703,0.048824511,-0.980152011,91.63288116,17.47158241,-33.33283615,,4.289451,50.58070272,-0.980152011,-33.33283615
4289551,-0.007211408,-0.010313121,-1.010890722,0.086148746,0.154626668,0.130067915,,4.289551,-7.211407647,-1.010890722,0.130067915
4289651,-0.005461391,-0.008245806,-1.011925459,0.094467387,0.150174707,0.083745085,,4.289651,-5.461391062,-1.011925459,0.083745085
4289751,-0.006458083,-0.009472687,-1.011867166,0.067516789,0.23321636,-0.041058484,,4.289751,-6.458083168,-1.011867166,-0.041058484
4289851,-0.005726188,-0.008419318,-1.012629271,0.187026992,0.226061389,-0.056513123,,4.289851,-5.726188421,-1.012629271,-0.056513123
4289951,-0.006922673,-0.009473466,-1.010676265,0.075462222,0.175103784,-0.031651791,,4.289951,-6.922672503,-1.010676265,-0.031651791
4290051,-0.005797706,-0.008914485,-1.010446787,0.185639933,0.244620889,0.053140353,,4.290051,-5.797706079,-1.010446787,0.053140353
4290151,-0.006131911,-0.008228489,-1.010928631,0.177385181,0.17901957,0.083392806,,4.290151,-6.131911185,-1.010928631,0.083392806
4290251,-0.005616591,-0.009308456,-1.01209569,0.1812751,0.152108833,-0.097364061,,4.290251,-5.616590846,-1.01209569,-0.097364061
4290351,-0.005757369,-0.009936959,-1.013495207,0.191425055,0.126056701,-0.109839283,,4.290351,-5.757368635,-1.013495207,-0.109839283
4290451,-0.005963528,-0.00867574,-1.012282372,0.179388106,0.09654402,-0.022527847,,4.290451,-5.963527597,-1.012282372,-0.022527847
4290551,-0.004806158,-0.009315732,-1.013293862,0.112827644,0.188306272,-0.048172504,,4.290551,-4.806157667,-1.013293862,-0.048172504
4290651,-0.00780865,-0.008364193,-1.013696313,0.048572145,0.161749974,-0.109666944,,4.290651,-7.808649912,-1.013696313,-0.109666944
4290751,-0.00706612,-0.006398321,-1.012007356,0.146010116,0.294173449,-0.002000552,,4.290751,-7.066120394,-1.012007356,-0.002000552
4290851,-0.005182581,-0.008685629,-1.012598634,0.072003827,0.084957942,0.076099575,,4.290851,-5.182581022,-1.012598634,0.076099575
4290951,-0.004205442,-0.007877083,-1.011852503,0.186956644,0.063460685,0.004426358,,4.290951,-4.205442034,-1.011852503,0.004426358
4291051,-0.005671468,-0.009857883,-1.011493564,0.190056577,0.101249129,-0.054313257,,4.291051,-5.671468098,-1.011493564,-0.054313257
4291151,-0.005410439,-0.007764588,-1.011004686,0.191032827,0.140235856,0.029413398,,4.291151,-5.410439335,-1.011004686,0.029413398
4291251,-0.006981768,-0.007316365,-1.010578275,0.17646502,0.013582079,0.100231253,,4.291251,-6.98176818,-1.010578275,0.100231253
4291351,-0.006291538,-0.010143246,-1.012993455,0.080499969,0.103220694,-0.03205201,,4.291351,-6.291538011,-1.012993455,-0.03205201
4291451,-0.005505199,-0.008922906,-1.011429191,0.179087207,0.207746714,0.102997042,,4.291451,-5.505199078,-1.011429191,0.102997042
4291551,-0.005363172,-0.008207292,-1.012479186,0.218828827,0.070498273,-0.003653669,,4.291551,-5.36317192,-1.012479186,-0.003653669
4291651,-0.00694462,-0.009371332,-1.012155771,0.095292248,0.146177962,-0.150116056,,4.291651,-6.944619585,-1.012155771,-0.150116056
4291751,-0.004638681,-0.008074683,-1.012588501,0.22890912,0.101132348,0.025246827,,4.291751,-4.638681188,-1.012588501,0.025246827
4291851,-0.005468812,-0.00864003,-1.013159633,0.147625268,0.103575096,-0.066850163,,4.291851,-5.46881184,-1.013159633,-0.066850163
4291951,-0.005357706,-0.008667026,-1.011951089,0.289381832,0.157697365,-0.136416167,,4.291951,-5.357705522,-1.011951089,-0.136416167
4292051,-0.004749488,-0.008930135,-1.013526082,0.240895525,0.193512783,-0.11590948,,4.292051,-4.749488086,-1.013526082,-0.11590948
4292151,-0.006759348,-0.007150063,-1.012371898,-0.045551442,-0.010781753,-0.036170714,,4.292151,-6.759348325,-1.012371898,-0.036170714
4292251,-0.008049102,-0.007567023,-1.011815071,0.030577451,0.187454969,-0.034277257,,4.292251,-8.049101569,-1.011815071,-0.034277257
4292351,-0.006192873,-0.009275196,-1.012077689,0.242043629,0.154277831,-0.071643844,,4.292351,-6.192873232,-1.012077689,-0.071643844
4292451,-0.007189431,-0.008930343,-1.010832191,0.179433048,0.143063813,-0.038695544,,4.292451,-7.189431228,-1.010832191,-0.038695544
4292551,-0.006240119,-0.008517917,-1.010944486,0.159727901,0.076825432,-0.069053017,,4.292551,-6.240118761,-1.010944486,-0.069053017
4292651,-0.005799274,-0.009710772,-1.013432145,0.008411101,0.176660016,0.10152179,,4.292651,-5.799274426,-1.013432145,0.10152179
4292751,-0.004590377,-0.009610864,-1.010530829,0.131642059,0.13077642,-0.052943643,,4.292751,-4.590376746,-1.010530829,-0.052943643
4292851,-0.005734418,-0.008092438,-1.008621573,0.190549731,0.080205761,0.013799005,,4.292851,-5.734418053,-1.008621573,0.013799005
4292951,-0.005812041,-0.010051621,-1.01217401,0.235634565,0.121792845,0.011520439,,4.292951,-5.812041461,-1.01217401,0.011520439
4293051,-0.006747222,-0.007492883,-1.012288928,0.109337628,0.17221719,-0.002157388,,4.293051,-6.74722204,-1.012288928,-0.002157388
4293151,-0.004634656,-0.00874632,-1.012407899,0.168423861,0.247390434,-0.118575051,,4.293151,-4.634655546,-1.012407899,-0.118575051
4293251,-0.005366188,-0.008027798,-1.012279987,0.231026888,0.210773855,-0.00444967,,4.293251,-5.366188474,-1.012279987,-0.00444967
4293351,-0.005700389,-0.009764497,-1.013482332,0.17744042,0.009377898,-0.105410934,,4.293351,-5.700388923,-1.013482332,-0.105410934
4293451,-0.007010035,-0.006851343,-1.012394905,0.134081841,0.136300951,-0.047089826,,4.293451,-7.010034751,-1.012394905,-0.047089826
4293551,-0.006782848,-0.008616595,-1.011023283,0.105883107,0.148176879,0.035468843,,4.293551,-6.782848388,-1.011023283,0.035468843
4293651,-0.006685205,-0.008955936,-1.011975646,0.15909943,0.074609891,-0.023487495,,4.293651,-6.68520527,-1.011975646,-0.023487495
4293751,-0.004851763,-0.007932108,-1.012799859,0.085097052,0.08006487,-0.026539318,,4.293751,-4.851763137,-1.012799859,-0.026539318
4293851,-0.007281182,-0.007985121,-1.010478616,0.246723726,0.176414534,-0.112242699,,4.293851,-7.281182334,-1.010478616,-0.112242699
4293951,-0.00734049,-0.007084378,-1.011711478,0.215726286,0.138698563,0.020201245,,4.293951,-7.340490352,-1.011711478,0.020201245
4294051,-0.005191722,-0.008153668,-1.011025786,0.129954413,0.147574917,0.04990615,,4.294051,-5.191722419,-1.011025786,0.04990615
4294151,-0.006093198,-0.008221854,-1.012972951,0.182391718,0.129724562,-0.111335948,,4.294151,-6.093197502,-1.012972951,-0.111335948
4294251,-0.006224405,-0.00817443,-1.013748288,0.161304519,0.068975411,-0.04137741,,4.294251,-6.22440502,-1.013748288,-0.04137741
4294351,-0.005644361,-0.008646497,-1.011372566,0.250531465,0.103939049,-0.083534725,,4.294351,-5.644361489,-1.011372566,-0.083534725
4294451,-0.004109506,-0.008953678,-1.011351466,0.088268325,0.088021748,-0.015768336,,4.294451,-4.10950603,-1.011351466,-0.015768336
4294551,-0.006111918,-0.008592058,-1.011567473,0.092625521,0.169005156,-0.085634492,,4.294551,-6.111918017,-1.011567473,-0.085634492
4294651,-0.005502648,-0.009236052,-1.011618018,0.281187564,0.176105619,-0.005200468,,4.294651,-5.50264772,-1.011618018,-0.005200468
4294751,-0.007633212,-0.007466842,-1.011473179,0.143544525,0.193670556,-0.049859509,,4.294751,-7.633212022,-1.011473179,-0.049859509
4294851,-0.005131642,-0.008716292,-1.013101339,0.127519816,0.148156077,0.031128021,,4.294851,-5.131641869,-1.013101339,0.031128021
4294951,-0.006457317,-0.008374224,-1.0108248,0.199726746,0.057447337,-0.018263273,,4.294951,-6.457316689,-1.0108248,-0.018263273
4295051,-0.005689988,-0.008571571,-1.012466192,0.018802533,0.083486319,0.05878887,,4.295051,-5.689988378,-1.012466192,0.05878887
4295151,-0.006095624,-0.007954585,-1.011836171,0.163248166,0.073349006,-0.204060987,,4.295151,-6.095623598,-1.011836171,-0.204060987
4295251,-0.006156784,-0.007952321,-1.010946393,0.104850344,0.15456745,-0.030589186,,4.295251,-6.156783551,-1.010946393,-0.030589186
4295351,-0.007176872,-0.009518324,-1.012359858,0.228322983,0.186840788,-0.06574557,,4.295351,-7.176872343,-1.012359858,-0.06574557
4295451,-0.006693222,-0.008930067,-1.010993719,0.284459472,0.172649428,-0.045850445,,4.295451,-6.693221629,-1.010993719,-0.045850445
4295551,-0.005705769,-0.007424593,-1.011234879,0.195413828,0.148966298,-0.024704071,,4.295551,-5.705768708,-1.011234879,-0.024704071
4295651,-0.006610604,-0.009017304,-1.011453152,0.112504013,0.153984428,-0.040412258,,4.295651,-6.610603537,-1.011453152,-0.040412258
4295751,-0.006004366,-0.007688269,-1.011788726,0.133693039,0.100236125,-0.160550043,,4.295751,-6.004366092,-1.011788726,-0.160550043
4295851,-0.00552005,-0.00891828,-1.011135697,0.189952806,0.129929707,0.010848014,,4.295851,-5.520050414,-1.011135697,0.010848014
4295951,-0.00587638,-0.009861372,-1.011597633,0.184722215,0.031747539,-0.068388604,,4.295951,-5.876380485,-1.011597633,-0.068388604
4296051,-0.005944747,-0.00883206,-1.013677716,0.15395081,0.167998061,-0.012688652,,4.296051,-5.944746546,-1.013677716,-0.012688652
4296151,-0.005519039,-0.008592568,-1.013025522,0.132782936,0.101727262,0.02616665,,4.296151,-5.519039463,-1.013025522,0.02616665
4296251,-0.004777402,-0.008463985,-1.011145949,0.103617966,0.164102271,0.019279715,,4.296251,-4.777401686,-1.011145949,0.019279715
4296351,-0.006137897,-0.010089083,-1.010610223,0.093885206,0.262425125,0.043067507,,4.296351,-6.13789726,-1.010610223,0.043067507
4296451,-0.006003876,-0.008137668,-1.013473511,0.119710006,0.161334902,-0.090026103,,4.296451,-6.003876217,-1.013473511,-0.090026103
4296551,-0.005275374,-0.009387771,-1.013287783,0.196305454,0.058111884,-0.064261392,,4.296551,-5.275374278,-1.013287783,-0.064261392
4296651,-0.004762628,-0.008591848,-1.012621164,0.151518628,0.149611712,-0.062660627,,4.296651,-4.76262765,-1.012621164,-0.062660627
4296751,-0.00744506,-0.008696001,-1.011141181,0.179066256,0.129804149,-0.009163966,,4.296751,-7.445060182,-1.011141181,-0.009163966
4296851,-0.006015986,-0.008888802,-1.012874722,0.186788291,0.207701996,-0.044877697,,4.296851,-6.015985738,-1.012874722,-0.044877697
4296951,-0.006116444,-0.009349656,-1.013115525,0.086470827,0.136946634,0.095610127,,4.296951,-6.116444245,-1.013115525,0.095610127
4297051,-0.006742324,-0.009470697,-1.011312485,0.18728824,0.18849346,0.025105527,,4.297051,-6.742323749,-1.011312485,0.025105527
4297151,-0.007163859,-0.009131631,-1.01017046,0.175851032,0.126195371,-0.081240445,,4.297151,-7.163858507,-1.01017046,-0.081240445
4297251,-0.005897842,-0.009060345,-1.012298346,0.157483563,0.07671424,-0.064394027,,4.297251,-5.897842348,-1.012298346,-0.064394027
4297351,-0.006385431,-0.008120027,-1.012894392,0.194400683,0.137802139,-0.050584655,,4.297351,-6.385430694,-1.012894392,-0.050584655
4297451,-0.005413186,-0.007386927,-1.011616349,0.174879193,0.140010417,-0.089329109,,4.297451,-5.413186271,-1.011616349,-0.089329109
4297551,-0.004944945,-0.0083206,-1.012359262,0.255159587,0.171010122,0.055210609,,4.297551,-4.944944754,-1.012359262,0.055210609
4297651,-0.005106186,-0.009593413,-1.010932684,0.197181121,0.031950116,-0.023153784,,4.297651,-5.106186029,-1.010932684,-0.023153784
4297751,-0.006499677,-0.007808399,-1.013267517,0.155146226,0.249245882,-0.072589591,,4.297751,-6.4996765,-1.013267517,-0.072589591
4297851,-0.006382479,-0.008244466,-1.010614395,0.237895459,0.100261167,0.107975386,,4.297851,-6.382478867,-1.010614395,0.107975386
4297951,-0.005808137,-0.009693193,-1.012693048,0.201701358,0.158073396,-0.045714233,,4.297951,-5.808137357,-1.012693048,-0.045714233
4298051,-0.005688464,-0.008268157,-1.010934114,0.085430793,0.126858681,-0.06324593,,4.298051,-5.688463803,-1.010934114,-0.06324593
4298151,-0.006631456,-0.009257414,-1.014557123,0.094813339,0.230874136,-0.074257195,,4.298151,-6.631456316,-1.014557123,-0.074257195
4298251,-0.00629849,-0.0082441,-1.014761925,0.161008254,0.244043589,-0.130698219,,4.298251,-6.298490334,-1.014761925,-0.130698219
4298351,-0.006044575,-0.009572431,-1.014391303,0.25130561,0.139334276,0.024101591,,4.298351,-6.044575479,-1.014391303,0.024101591
4298451,-0.005760989,-0.007657435,-1.008921385,0.139931545,0.089612074,-0.076021329,,4.298451,-5.760989152,-1.008921385,-0.076021329
4298551,-0.006706469,-0.008099773,-1.013001204,0.240988135,0.167519763,-0.020450072,,4.298551,-6.706469227,-1.013001204,-0.020450072
4298651,-0.004801231,-0.007798486,-1.012335896,0.115264237,0.167148694,-0.051516552,,4.298651,-4.801230971,-1.012335896,-0.051516552
4298751,-0.007102422,-0.008035511,-1.014289975,0.207009837,0.152092353,-0.008717128,,4.298751,-7.102421951,-1.014289975,-0.008717128
4298851,-0.007490634,-0.008099826,-1.014883757,0.164835602,0.200069875,-0.023213807,,4.298851,-7.490633521,-1.014883757,-0.023213807
4298951,-0.006000931,-0.009123311,-1.012265205,0.133088976,0.195379108,-0.065467127,,4.298951,-6.000931375,-1.012265205,-0.065467127
4299051,-0.006421927,-0.007834748,-1.011473179,0.333974272,0.133850485,-0.066342637,,4.299051,-6.421927363,-1.011473179,-0.066342637
4299151,-0.007582895,-0.008863254,-1.012631655,0.049362846,0.144447088,-0.010572188,,4.299151,-7.582895458,-1.012631655,-0.010572188
4299251,-0.005915518,-0.009227002,-1.010241866,0.140267387,0.050348867,-0.027734814,,4.299251,-5.915518384,-1.010241866,-0.027734814
4299351,-0.007102188,-0.00866969,-1.013350129,0.195649818,0.208130777,-0.191526234,,4.299351,-7.102188189,-1.013350129,-0.191526234
4299451,-0.00607916,-0.009367935,-1.01340878,0.141520888,0.249264464,-0.083646595,,4.299451,-6.079160143,-1.01340878,-0.083646595
4299551,-0.005003553,-0.010172846,-1.012341619,0.159975708,0.117539287,-0.011915205,,4.299551,-5.00355335,-1.012341619,-0.011915205
4299651,-0.00675723,-0.007959724,-1.012435913,0.179844335,0.152663335,-0.031362962,,4.299651,-6.757230032,-1.012435913,-0.031362962
4299751,-0.006260687,-0.009565847,-1.010446191,0.122050338,0.109886698,-0.030285189,,4.299751,-6.26068702,-1.010446191,-0.030285189
4299851,-0.005901795,-0.0088699,-1.015151978,0.197328284,0.181291103,-0.088167876,,4.299851,-5.901795346,-1.015151978,-0.088167876
4299951,-0.006206233,-0.008733165,-1.012918949,0.195453554,0.178828478,-0.037972428,,4.299951,-6.206232589,-1.012918949,-0.037972428
4300051,-0.005838701,-0.007803462,-1.013657331,0.00693954,0.10005977,-0.040290479,,4.300051,-5.83870057,-1.013657331,-0.040290479
4300151,-0.006054301,-0.008049328,-1.011660099,0.254178464,0.13936998,-0.024305157,,4.300151,-6.054301281,-1.011660099,-0.024305157
4300251,-0.007406791,-0.007232114,-1.013070941,0.273492068,0.105883651,0.038831096,,4.300251,-7.406790741,-1.013070941,0.038831096
4300351,-0.006421826,-0.008974782,-1.011383653,0.153673813,0.126295686,-0.039565101,,4.300351,-6.421825849,-1.011383653,-0.039565101
4300451,-0.006258792,-0.008750794,-1.012719989,0.205357358,0.124647416,-0.07808879,,4.300451,-6.258792244,-1.012719989,-0.07808879
4300551,-0.006262532,-0.007288625,-1.012732148,0.188213065,0.153906539,-0.031151878,,4.300551,-6.262532435,-1.012732148,-0.031151878
4300651,-0.005717968,-0.008288651,-1.011896372,0.264348835,0.191740915,0.045489632,,4.300651,-5.717967637,-1.011896372,0.045489632
4300751,-0.006727498,-0.010294982,-1.01024127,0.097820424,0.036450073,-0.113067158,,4.300751,-6.727498025,-1.01024127,-0.113067158
4300851,-0.006544889,-0.008615235,-1.01434958,0.121251337,0.202226088,-0.139932886,,4.300851,-6.544889417,-1.01434958,-0.139932886
4300951,-0.006113698,-0.008765014,-1.013768554,0.137137368,0.267494381,-0.188751221,,4.300951,-6.11369824,-1.013768554,-0.188751221
4301051,-0.007155472,-0.009397178,-1.012065172,0.234410673,0.126341835,0.005814001,,4.301051,-7.155472413,-1.012065172,0.005814001
4301151,-0.006961636,-0.008603512,-1.013116241,0.159548208,0.140494615,-0.099193007,,4.301151,-6.96163578,-1.013116241,-0.099193007
4301251,-0.006465766,-0.009053211,-1.013807893,0.238108739,0.227209553,-0.049400199,,4.301251,-6.465765648,-1.013807893,-0.049400199
4301351,-0.005633878,-0.008339851,-1.012525797,0.100076616,0.158030495,-0.001503146,,4.301351,-5.633878056,-1.012525797,-0.001503146
4301451,-0.006985656,-0.008684671,-1.012918472,0.158711419,0.121380583,-0.11005681,,4.301451,-6.98565552,-1.012918472,-0.11005681
4301551,-0.005369389,-0.007818167,-1.013706923,0.146066368,0.197117791,-0.108759061,,4.301551,-5.36938943,-1.013706923,-0.108759061
4301651,-0.005662754,-0.008106446,-1.013688087,0.208973587,0.181397736,-0.005522959,,4.301651,-5.662753712,-1.013688087,-0.005522959
4301751,-0.006408665,-0.007361213,-1.014278054,0.136059657,0.13393797,-0.036233831,,4.301751,-6.408664864,-1.014278054,-0.036233831
4301851,-0.004959713,-0.00956188,-1.013357282,0.172886327,0.133893669,-0.012479316,,4.301851,-4.959712736,-1.013357282,-0.012479316
4301951,-0.005482143,-0.010226456,-1.009643197,0.166004494,0.20529297,-0.048645876,,4.301951,-5.482143257,-1.009643197,-0.048645876
4302051,-0.006929001,-0.008561282,-1.011819243,0.204463378,0.215903834,0.03774127,,4.302051,-6.92900084,-1.011819243,0.03774127
4302151,-0.005543641,-0.010264033,-1.011476517,0.206925079,0.165207878,0.011119493,,4.302151,-5.54364128,-1.011476517,0.011119493
4302251,-0.006186543,-0.008540374,-1.013844132,0.160730436,0.158550814,-0.118860699,,4.302251,-6.186542567,-1.013844132,-0.118860699
4302351,-0.006185581,-0.009192193,-1.01201272,0.285727918,0.24240835,0.001103643,,4.302351,-6.185580511,-1.01201272,0.001103643
4302451,-0.0049456,-0.00631867,-1.014422774,0.207976252,0.059166987,-0.133294925,,4.302451,-4.94559994,-1.014422774,-0.133294925
4302551,-0.005319465,-0.009649063,-1.012038469,0.106486104,0.04634282,-0.045290295,,4.302551,-5.319465417,-1.012038469,-0.045290295
4302651,-0.006381209,-0.00956006,-1.011250138,0.101751901,0.110415183,0.02054625,,4.302651,-6.381209474,-1.011250138,0.02054625
4302751,-0.006882727,-0.008761923,-1.011546731,0.075501896,0.187912628,-0.088177145,,4.302751,-6.88272668,-1.011546731,-0.088177145
4302851,-0.006122841,-0.008577715,-1.011897445,0.256062239,0.150833055,-0.079409838,,4.302851,-6.122841034,-1.011897445,-0.079409838
4302951,-0.005716208,-0.008684571,-1.012910247,0.232028067,0.04895414,-0.012853322,,4.302951,-5.716207903,-1.012910247,-0.012853322
4303051,-0.00638664,-0.008725012,-1.010009646,0.172562659,0.158034787,-0.167987675,,4.303051,-6.386640482,-1.010009646,-0.167987675
4303151,-0.006344472,-0.009054986,-1.013545632,0.240080163,0.15840438,0.026021764,,4.303151,-6.344471592,-1.013545632,0.026021764
4303251,-0.007304023,-0.00925394,-1.012894511,0.202073991,0.136448234,-0.100550473,,4.303251,-7.30402302,-1.012894511,-0.100550473
4303351,-0.005007833,-0.008421222,-1.014075398,0.110723771,0.17648229,0.005966402,,4.303351,-5.007832777,-1.014075398,0.005966402
4303451,-0.005877833,-0.009851845,-1.013270259,0.159467429,0.147614345,-0.046437036,,4.303451,-5.877833348,-1.013270259,-0.046437036
4303551,-0.005825011,-0.0094155,-1.014038682,0.200093851,0.144345507,-0.032349464,,4.303551,-5.82501106,-1.014038682,-0.032349464
4303651,-0.005193264,-0.007068492,-1.011749148,0.179097191,0.142007366,-0.060545415,,4.303651,-5.193264224,-1.011749148,-0.060545415
4303751,-0.008635355,-0.008962603,-1.014613032,0.142286077,0.063210934,-0.014775783,,4.303751,-8.63535516,-1.014613032,-0.014775783
4303951,-0.007414467,-0.009290303,-1.013703704,0.201987326,0.168590203,-0.047351822,,4.303951,-7.414467167,-1.013703704,-0.047351822
4304051,-0.005144528,-0.009882187,-1.014527082,0.165719032,0.08028356,-0.02488932,,4.304051,-5.144528113,-1.014527082,-0.02488932
4304151,-0.006349063,-0.00849855,-1.016349673,0.180336654,0.1643783,-0.021466587,,4.304151,-6.349063013,-1.016349673,-0.021466587
4304251,-0.007010613,-0.008254913,-1.012976646,0.113843337,0.040129248,0.00225981,,4.304251,-7.010613102,-1.012976646,0.00225981
4304451,-0.006020681,-0.008032002,-1.01265049,0.164290726,0.095377199,-0.041199982,,4.304451,-6.020681001,-1.01265049,-0.041199982
4304551,-0.008186508,-0.007381821,-1.010323644,0.199312046,0.107879534,-0.01286739,,4.304551,-8.18650797,-1.010323644,-0.01286739
4304651,-0.007424523,-0.009251792,-1.013407707,0.161377564,0.146387041,-0.028247569,,4.304651,-7.424523123,-1.013407707,-0.028247569
4304751,-0.005842994,-0.009608836,-1.012639761,0.145149618,0.139103264,-0.050214849,,4.304751,-5.842993502,-1.012639761,-0.050214849
4304851,-0.006085477,-0.009133512,-1.013085365,0.136295736,0.174851537,-0.108059555,,4.304851,-6.085477304,-1.013085365,-0.108059555
4304951,-0.007590359,-0.010825463,-1.01184833,0.179864198,0.094713233,-0.144620225,,4.304951,-7.590359077,-1.01184833,-0.144620225
